Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers
2019,"Syrian Arab Rep.",SYR,Colombia,COL,8,8
2019,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,5,24
2019,"Syrian Arab Rep.",SYR,Cuba,CUB,40,0
2019,"Syrian Arab Rep.",SYR,Cyprus,CYP,7372,4073
2019,"Syrian Arab Rep.",SYR,Czechia,CZE,408,18
2019,"Syrian Arab Rep.",SYR,Denmark,DNK,20046,214
2019,"Syrian Arab Rep.",SYR,Djibouti,DJI,10,0
2019,"Syrian Arab Rep.",SYR,Ecuador,ECU,146,38
2019,"Syrian Arab Rep.",SYR,Estonia,EST,127,0
2019,"Syrian Arab Rep.",SYR,Ethiopia,ETH,0,410
2019,"Syrian Arab Rep.",SYR,Finland,FIN,2585,86
2019,"Syrian Arab Rep.",SYR,France,FRA,18244,3246
2019,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,10389,1228
2019,"Syrian Arab Rep.",SYR,Georgia,GEO,91,26
2019,"Syrian Arab Rep.",SYR,Germany,DEU,572818,41585
2019,"Syrian Arab Rep.",SYR,Ghana,GHA,167,113
2019,"Syrian Arab Rep.",SYR,Greece,GRC,26696,16165
2019,"Syrian Arab Rep.",SYR,Guinea,GIN,14,0
2019,"Syrian Arab Rep.",SYR,Croatia,HRV,527,10
2019,"Syrian Arab Rep.",SYR,Hungary,HUN,934,7
2019,"Syrian Arab Rep.",SYR,Iceland,ISL,109,19
2019,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,132,11
2019,"Syrian Arab Rep.",SYR,India,IND,70,29
2019,"Syrian Arab Rep.",SYR,Indonesia,IDN,23,19
2019,"Syrian Arab Rep.",SYR,Ireland,IRL,2882,55
2019,"Syrian Arab Rep.",SYR,Iraq,IRQ,245810,0
2019,"Syrian Arab Rep.",SYR,Italy,ITA,4781,917
2019,"Syrian Arab Rep.",SYR,Jordan,JOR,654692,0
2019,"Syrian Arab Rep.",SYR,Japan,JPN,69,0
2019,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,14,19
2019,"Syrian Arab Rep.",SYR,Kenya,KEN,5,5
2019,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,86,5
2019,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,1199,60
2019,"Syrian Arab Rep.",SYR,Kuwait,KWT,106,100
2019,"Syrian Arab Rep.",SYR,Liberia,LBR,11,0
2019,"Syrian Arab Rep.",SYR,Libya,LBY,612,16754
2019,"Syrian Arab Rep.",SYR,Lebanon,LBN,910586,0
2019,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,32,0
2019,"Syrian Arab Rep.",SYR,"Sri Lanka",LKA,5,0
2019,"Syrian Arab Rep.",SYR,Lithuania,LTU,453,6
2019,"Syrian Arab Rep.",SYR,Luxembourg,LUX,951,200
2019,"Syrian Arab Rep.",SYR,Latvia,LVA,354,0
2019,"Syrian Arab Rep.",SYR,Madagascar,MDG,5,0
2019,"Syrian Arab Rep.",SYR,Mauritania,MRT,355,36
2019,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,17,14
2019,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,210,5
2019,"Syrian Arab Rep.",SYR,Mexico,MEX,29,8
2019,"Syrian Arab Rep.",SYR,Mali,MLI,20,413
2019,"Syrian Arab Rep.",SYR,Malaysia,MYS,425,2868
2019,"Syrian Arab Rep.",SYR,Montenegro,MNE,0,14
2019,"Syrian Arab Rep.",SYR,Morocco,MAR,3676,0
2019,"Syrian Arab Rep.",SYR,Malta,MLT,1706,482
2019,"Syrian Arab Rep.",SYR,Netherlands,NLD,31694,3092
2019,"Syrian Arab Rep.",SYR,Niger,NER,7,0
2019,"Syrian Arab Rep.",SYR,Nigeria,NGA,263,132
2019,"Syrian Arab Rep.",SYR,Norway,NOR,14359,263
2019,"Syrian Arab Rep.",SYR,Nauru,NRU,0,5
2019,"Syrian Arab Rep.",SYR,"New Zealand",NZL,69,5
2019,"Syrian Arab Rep.",SYR,Oman,OMN,8,0
2019,"Syrian Arab Rep.",SYR,Pakistan,PAK,43,0
2019,"Syrian Arab Rep.",SYR,Panama,PAN,0,12
2019,"Syrian Arab Rep.",SYR,Paraguay,PRY,88,11
2019,"Syrian Arab Rep.",SYR,Peru,PER,42,12
2019,"Syrian Arab Rep.",SYR,Philippines,PHL,115,41
2019,"Syrian Arab Rep.",SYR,Poland,POL,542,23
2019,"Syrian Arab Rep.",SYR,Portugal,PRT,768,5
2019,"Syrian Arab Rep.",SYR,Qatar,QAT,34,0
2019,"Syrian Arab Rep.",SYR,Romania,ROU,2090,146
2019,"Syrian Arab Rep.",SYR,"South Africa",ZAF,40,20
2019,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,593,110
2019,"Syrian Arab Rep.",SYR,"El Salvador",SLV,5,0
2019,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,152,2220
2019,"Syrian Arab Rep.",SYR,Senegal,SEN,0,14
2019,"Syrian Arab Rep.",SYR,Somalia,SOM,245,21
2019,"Syrian Arab Rep.",SYR,Spain,ESP,14133,2805
2019,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,25,25
2019,"Syrian Arab Rep.",SYR,Sudan,SDN,93495,0
2019,"Syrian Arab Rep.",SYR,Slovakia,SVK,14,5
2019,"Syrian Arab Rep.",SYR,Slovenia,SVN,307,15
2019,"Syrian Arab Rep.",SYR,Sweden,SWE,113418,2307
2019,"Syrian Arab Rep.",SYR,Switzerland,CHE,18755,918
2019,"Syrian Arab Rep.",SYR,"United Rep. of Tanzania",TZA,5,16
2019,"Syrian Arab Rep.",SYR,Thailand,THA,217,8
2019,"Syrian Arab Rep.",SYR,Togo,TGO,6,11
2019,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,58,38
2019,"Syrian Arab Rep.",SYR,Tunisia,TUN,1382,0
2019,"Syrian Arab Rep.",SYR,Turkey,TUR,3576370,0
2019,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,333,6575
2019,"Syrian Arab Rep.",SYR,Uganda,UGA,6,10
2019,"Syrian Arab Rep.",SYR,Ukraine,UKR,462,161
2019,"Syrian Arab Rep.",SYR,Uruguay,URY,61,7
2019,"Syrian Arab Rep.",SYR,"United States of America",USA,8449,2660
2019,"Syrian Arab Rep.",SYR,"Venezuela (Bolivarian Republic of)",VEN,5,0
2019,"Syrian Arab Rep.",SYR,Yemen,YEM,3551,407
2019,"Syrian Arab Rep.",SYR,Zambia,ZMB,15,6
2020,"Syrian Arab Rep.",SYR,Albania,ALB,9,0
2020,"Syrian Arab Rep.",SYR,Algeria,DZA,6627,0
2020,"Syrian Arab Rep.",SYR,Angola,AGO,0,5
2020,"Syrian Arab Rep.",SYR,Egypt,EGY,130577,0
2020,"Syrian Arab Rep.",SYR,Argentina,ARG,407,83
2020,"Syrian Arab Rep.",SYR,Armenia,ARM,14741,5
2020,"Syrian Arab Rep.",SYR,Australia,AUS,645,58
2020,"Syrian Arab Rep.",SYR,Austria,AUT,54903,2820
2020,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,34,0
2020,"Syrian Arab Rep.",SYR,Bahrain,BHR,0,23
2020,"Syrian Arab Rep.",SYR,Belgium,BEL,17693,2165
2020,"Syrian Arab Rep.",SYR,Benin,BEN,22,9
2020,"Syrian Arab Rep.",SYR,"Burkina Faso",BFA,5,0
2020,"Syrian Arab Rep.",SYR,Belarus,BLR,64,8
2020,"Syrian Arab Rep.",SYR,"Bolivia (Plurinational State of)",BOL,22,0
2020,"Syrian Arab Rep.",SYR,Brazil,BRA,3924,4086
2020,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,22,10
2020,"Syrian Arab Rep.",SYR,Bulgaria,BGR,18310,593
2020,"Syrian Arab Rep.",SYR,Canada,CAN,131,180
2020,"Syrian Arab Rep.",SYR,Chad,TCD,32,6
2020,"Syrian Arab Rep.",SYR,China,CHN,41,13
2020,"Syrian Arab Rep.",SYR,Chile,CHL,113,32
2020,"Syrian Arab Rep.",SYR,Cameroon,CMR,24,5
2020,"Syrian Arab Rep.",SYR,Congo,COG,5,13
2020,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,8,13
2020,"Syrian Arab Rep.",SYR,Colombia,COL,8,8
2020,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,5,21
2020,"Syrian Arab Rep.",SYR,Cuba,CUB,40,5
2020,"Syrian Arab Rep.",SYR,Cyprus,CYP,8797,4415
2020,"Syrian Arab Rep.",SYR,Czechia,CZE,386,12
2020,"Syrian Arab Rep.",SYR,Denmark,DNK,19878,281
2020,"Syrian Arab Rep.",SYR,Djibouti,DJI,10,0
2020,"Syrian Arab Rep.",SYR,Ecuador,ECU,142,29
2020,"Syrian Arab Rep.",SYR,Estonia,EST,105,0
2020,"Syrian Arab Rep.",SYR,Ethiopia,ETH,6,424
2020,"Syrian Arab Rep.",SYR,Finland,FIN,2620,84
2020,"Syrian Arab Rep.",SYR,France,FRA,21849,2587
2020,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,10919,2231
2020,"Syrian Arab Rep.",SYR,Georgia,GEO,437,20
2020,"Syrian Arab Rep.",SYR,Germany,DEU,605338,37219
2020,"Syrian Arab Rep.",SYR,Ghana,GHA,230,48
2020,"Syrian Arab Rep.",SYR,Greece,GRC,36448,5965
2020,"Syrian Arab Rep.",SYR,Guinea,GIN,17,12
2020,"Syrian Arab Rep.",SYR,Croatia,HRV,539,26
2020,"Syrian Arab Rep.",SYR,Hungary,HUN,923,0
2020,"Syrian Arab Rep.",SYR,Iceland,ISL,167,5
2020,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,142,9
2020,"Syrian Arab Rep.",SYR,India,IND,63,57
2020,"Syrian Arab Rep.",SYR,Indonesia,IDN,23,21
2020,"Syrian Arab Rep.",SYR,Ireland,IRL,3126,67
2020,"Syrian Arab Rep.",SYR,Iraq,IRQ,242163,0
2020,"Syrian Arab Rep.",SYR,Italy,ITA,3508,1037
2020,"Syrian Arab Rep.",SYR,Jordan,JOR,662790,0
2020,"Syrian Arab Rep.",SYR,Japan,JPN,73,0
2020,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,14,18
2020,"Syrian Arab Rep.",SYR,Kenya,KEN,5,5
2020,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,78,8
2020,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,1236,35
2020,"Syrian Arab Rep.",SYR,Kuwait,KWT,139,77
2020,"Syrian Arab Rep.",SYR,Liberia,LBR,12,15
2020,"Syrian Arab Rep.",SYR,Libya,LBY,717,13819
2020,"Syrian Arab Rep.",SYR,Lebanon,LBN,865300,0
2020,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,32,0
2020,"Syrian Arab Rep.",SYR,"Sri Lanka",LKA,5,0
2020,"Syrian Arab Rep.",SYR,Lithuania,LTU,463,5
2020,"Syrian Arab Rep.",SYR,Luxembourg,LUX,2069,340
2020,"Syrian Arab Rep.",SYR,Latvia,LVA,314,5
2020,"Syrian Arab Rep.",SYR,Madagascar,MDG,5,0
2020,"Syrian Arab Rep.",SYR,Mauritania,MRT,364,55
2020,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,17,5
2020,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,190,5
2020,"Syrian Arab Rep.",SYR,Mexico,MEX,30,14
2020,"Syrian Arab Rep.",SYR,Mali,MLI,20,434
2020,"Syrian Arab Rep.",SYR,Malaysia,MYS,407,2850
2020,"Syrian Arab Rep.",SYR,Montenegro,MNE,0,9
2020,"Syrian Arab Rep.",SYR,Morocco,MAR,4528,0
2020,"Syrian Arab Rep.",SYR,Malta,MLT,1871,381
2020,"Syrian Arab Rep.",SYR,Netherlands,NLD,35810,2280
2020,"Syrian Arab Rep.",SYR,Niger,NER,5,0
2020,"Syrian Arab Rep.",SYR,Nigeria,NGA,308,216
2020,"Syrian Arab Rep.",SYR,Norway,NOR,15311,340
2020,"Syrian Arab Rep.",SYR,Nauru,NRU,0,5
2020,"Syrian Arab Rep.",SYR,"New Zealand",NZL,72,0
2020,"Syrian Arab Rep.",SYR,Oman,OMN,8,22
2020,"Syrian Arab Rep.",SYR,Pakistan,PAK,43,0
2020,"Syrian Arab Rep.",SYR,Paraguay,PRY,88,17
2020,"Syrian Arab Rep.",SYR,Peru,PER,42,14
2020,"Syrian Arab Rep.",SYR,Philippines,PHL,134,40
2020,"Syrian Arab Rep.",SYR,Poland,POL,237,39
2020,"Syrian Arab Rep.",SYR,Portugal,PRT,789,0
2020,"Syrian Arab Rep.",SYR,Qatar,QAT,34,89
2020,"Syrian Arab Rep.",SYR,Romania,ROU,2002,215
2020,"Syrian Arab Rep.",SYR,"South Africa",ZAF,38,20
2020,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,361,54
2020,"Syrian Arab Rep.",SYR,"El Salvador",SLV,5,0
2020,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,173,7671
2020,"Syrian Arab Rep.",SYR,Senegal,SEN,0,14
2020,"Syrian Arab Rep.",SYR,Somalia,SOM,603,15
2020,"Syrian Arab Rep.",SYR,Spain,ESP,14660,1545
2020,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,33,38
2020,"Syrian Arab Rep.",SYR,Sudan,SDN,93498,0
2020,"Syrian Arab Rep.",SYR,Slovakia,SVK,21,5
2020,"Syrian Arab Rep.",SYR,Slovenia,SVN,322,16
2020,"Syrian Arab Rep.",SYR,Sweden,SWE,114609,1544
2020,"Syrian Arab Rep.",SYR,Switzerland,CHE,19869,236
2020,"Syrian Arab Rep.",SYR,"United Rep. of Tanzania",TZA,5,17
2020,"Syrian Arab Rep.",SYR,Thailand,THA,226,6
2020,"Syrian Arab Rep.",SYR,Togo,TGO,16,6
2020,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,66,38
2020,"Syrian Arab Rep.",SYR,Tunisia,TUN,1997,0
2020,"Syrian Arab Rep.",SYR,Turkey,TUR,3641370,0
2020,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,383,6551
2020,"Syrian Arab Rep.",SYR,Uganda,UGA,16,8
2020,"Syrian Arab Rep.",SYR,Ukraine,UKR,491,171
2020,"Syrian Arab Rep.",SYR,Uruguay,URY,63,6
2020,"Syrian Arab Rep.",SYR,"United States of America",USA,8616,2630
2020,"Syrian Arab Rep.",SYR,"Venezuela (Bolivarian Republic of)",VEN,32,0
2020,"Syrian Arab Rep.",SYR,Yemen,YEM,3609,419
2020,"Syrian Arab Rep.",SYR,Zambia,ZMB,20,6
2021,"Syrian Arab Rep.",SYR,Albania,ALB,11,0
2021,"Syrian Arab Rep.",SYR,Algeria,DZA,6750,0
2021,"Syrian Arab Rep.",SYR,Angola,AGO,0,5
2021,"Syrian Arab Rep.",SYR,Egypt,EGY,133568,0
2021,"Syrian Arab Rep.",SYR,Argentina,ARG,409,85
2021,"Syrian Arab Rep.",SYR,Armenia,ARM,5205,19
2021,"Syrian Arab Rep.",SYR,Australia,AUS,639,63
2021,"Syrian Arab Rep.",SYR,Austria,AUT,57887,3866
2021,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,35,0
2021,"Syrian Arab Rep.",SYR,Bahrain,BHR,0,26
2021,"Syrian Arab Rep.",SYR,Belgium,BEL,18493,1344
2021,"Syrian Arab Rep.",SYR,Benin,BEN,27,7
2021,"Syrian Arab Rep.",SYR,"Burkina Faso",BFA,5,0
2021,"Syrian Arab Rep.",SYR,Belarus,BLR,69,0
2021,"Syrian Arab Rep.",SYR,"Bolivia (Plurinational State of)",BOL,22,0
2021,"Syrian Arab Rep.",SYR,Brazil,BRA,3918,4068
2021,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,25,5
2021,"Syrian Arab Rep.",SYR,Bulgaria,BGR,19014,628
2021,"Syrian Arab Rep.",SYR,Cambodia,KHM,7,0
2021,"Syrian Arab Rep.",SYR,Canada,CAN,274,182
2021,"Syrian Arab Rep.",SYR,Chad,TCD,32,6
2021,"Syrian Arab Rep.",SYR,China,CHN,47,6
2021,"Syrian Arab Rep.",SYR,Chile,CHL,114,31
2021,"Syrian Arab Rep.",SYR,Cameroon,CMR,5,5
2021,"Syrian Arab Rep.",SYR,Congo,COG,5,13
2021,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,8,16
2021,"Syrian Arab Rep.",SYR,Colombia,COL,8,13
2021,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,5,24
2021,"Syrian Arab Rep.",SYR,Cuba,CUB,37,0
2021,"Syrian Arab Rep.",SYR,Cyprus,CYP,9820,4750
2021,"Syrian Arab Rep.",SYR,Czechia,CZE,398,12
2021,"Syrian Arab Rep.",SYR,Denmark,DNK,19833,161
2021,"Syrian Arab Rep.",SYR,Djibouti,DJI,10,5
2021,"Syrian Arab Rep.",SYR,Ecuador,ECU,141,15
2021,"Syrian Arab Rep.",SYR,Estonia,EST,103,0
2021,"Syrian Arab Rep.",SYR,Ethiopia,ETH,8,500
2021,"Syrian Arab Rep.",SYR,Finland,FIN,2633,76
2021,"Syrian Arab Rep.",SYR,France,FRA,23510,1269
2021,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,11412,2695
2021,"Syrian Arab Rep.",SYR,Georgia,GEO,439,26
2021,"Syrian Arab Rep.",SYR,Germany,DEU,616325,48939
2021,"Syrian Arab Rep.",SYR,Ghana,GHA,229,52
2021,"Syrian Arab Rep.",SYR,Greece,GRC,38496,4297
2021,"Syrian Arab Rep.",SYR,Guinea,GIN,12,0
2021,"Syrian Arab Rep.",SYR,Croatia,HRV,544,26
2021,"Syrian Arab Rep.",SYR,Hungary,HUN,896,0
2021,"Syrian Arab Rep.",SYR,Iceland,ISL,169,19
2021,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,142,10
2021,"Syrian Arab Rep.",SYR,India,IND,71,56
2021,"Syrian Arab Rep.",SYR,Indonesia,IDN,24,22
2021,"Syrian Arab Rep.",SYR,Ireland,IRL,3195,57
2021,"Syrian Arab Rep.",SYR,Iraq,IRQ,245952,0
2021,"Syrian Arab Rep.",SYR,Italy,ITA,3513,1049
2021,"Syrian Arab Rep.",SYR,Jordan,JOR,668332,0
2021,"Syrian Arab Rep.",SYR,Japan,JPN,73,0
2021,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,14,19
2021,"Syrian Arab Rep.",SYR,Kenya,KEN,5,5
2021,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,84,0
2021,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,1249,27
2021,"Syrian Arab Rep.",SYR,Kuwait,KWT,153,113
2021,"Syrian Arab Rep.",SYR,Liberia,LBR,17,16
2021,"Syrian Arab Rep.",SYR,Libya,LBY,669,13761
2021,"Syrian Arab Rep.",SYR,Lebanon,LBN,851718,0
2021,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,32,0
2021,"Syrian Arab Rep.",SYR,Lithuania,LTU,463,13
2021,"Syrian Arab Rep.",SYR,Luxembourg,LUX,2069,360
2021,"Syrian Arab Rep.",SYR,Latvia,LVA,312,0
2021,"Syrian Arab Rep.",SYR,Madagascar,MDG,5,0
2021,"Syrian Arab Rep.",SYR,Mauritania,MRT,368,91
2021,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,17,0
2021,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,190,0
2021,"Syrian Arab Rep.",SYR,Mexico,MEX,32,28
2021,"Syrian Arab Rep.",SYR,Mali,MLI,23,435
2021,"Syrian Arab Rep.",SYR,Malaysia,MYS,424,2860
2021,"Syrian Arab Rep.",SYR,Montenegro,MNE,0,5
2021,"Syrian Arab Rep.",SYR,Morocco,MAR,4857,0
2021,"Syrian Arab Rep.",SYR,Malta,MLT,1906,361
2021,"Syrian Arab Rep.",SYR,Netherlands,NLD,37792,1818
2021,"Syrian Arab Rep.",SYR,Niger,NER,8,5
2021,"Syrian Arab Rep.",SYR,Nigeria,NGA,342,355
2021,"Syrian Arab Rep.",SYR,Norway,NOR,15542,288
2021,"Syrian Arab Rep.",SYR,Nauru,NRU,0,5
2021,"Syrian Arab Rep.",SYR,"New Zealand",NZL,72,0
2021,"Syrian Arab Rep.",SYR,Oman,OMN,8,22
2021,"Syrian Arab Rep.",SYR,Pakistan,PAK,43,5
2021,"Syrian Arab Rep.",SYR,Paraguay,PRY,88,17
2021,"Syrian Arab Rep.",SYR,Peru,PER,47,8
2021,"Syrian Arab Rep.",SYR,Philippines,PHL,130,45
2021,"Syrian Arab Rep.",SYR,Poland,POL,239,28
2021,"Syrian Arab Rep.",SYR,Portugal,PRT,932,0
2021,"Syrian Arab Rep.",SYR,Qatar,QAT,34,89
2021,"Syrian Arab Rep.",SYR,Romania,ROU,2121,207
2021,"Syrian Arab Rep.",SYR,"South Africa",ZAF,38,20
2021,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,328,126
2021,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,178,8247
2021,"Syrian Arab Rep.",SYR,Senegal,SEN,0,14
2021,"Syrian Arab Rep.",SYR,Somalia,SOM,748,42
2021,"Syrian Arab Rep.",SYR,Spain,ESP,14823,1245
2021,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,44,14
2021,"Syrian Arab Rep.",SYR,Sudan,SDN,93490,0
2021,"Syrian Arab Rep.",SYR,Slovakia,SVK,21,0
2021,"Syrian Arab Rep.",SYR,Slovenia,SVN,326,10
2021,"Syrian Arab Rep.",SYR,Sweden,SWE,114995,1205
2021,"Syrian Arab Rep.",SYR,Switzerland,CHE,20043,160
2021,"Syrian Arab Rep.",SYR,"United Rep. of Tanzania",TZA,5,18
2021,"Syrian Arab Rep.",SYR,Thailand,THA,231,5
2021,"Syrian Arab Rep.",SYR,Togo,TGO,18,6
2021,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,67,38
2021,"Syrian Arab Rep.",SYR,Tunisia,TUN,2135,0
2021,"Syrian Arab Rep.",SYR,Turkey,TUR,3685839,0
2021,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,360,6558
2021,"Syrian Arab Rep.",SYR,Uganda,UGA,16,9
2021,"Syrian Arab Rep.",SYR,Ukraine,UKR,494,176
2021,"Syrian Arab Rep.",SYR,Uruguay,URY,63,7
2021,"Syrian Arab Rep.",SYR,"United States of America",USA,8709,3640
2021,"Syrian Arab Rep.",SYR,"Venezuela (Bolivarian Republic of)",VEN,32,0
2021,"Syrian Arab Rep.",SYR,Yemen,YEM,3623,411
2021,"Syrian Arab Rep.",SYR,Zambia,ZMB,30,5
