,Year,Country_of_origin,Country_of_origin_(ISO),Country_of_asylum,Country_of_asylum_(ISO),Female_0_-_4,Female_5_-_11,Female_12_-_17,Female_18_-_59,Female_60,Female_total,Male_0_-_4,Male_5_-_11,Male_12_-_17,Male_18_-_59,Male_60,Male_total,Total
1357,2019,Syrian Arab Rep.,SYR,Paraguay,PRY,0,0,0,0,0,0,0,0,0,0,0,0,99
1358,2019,Syrian Arab Rep.,SYR,Peru,PER,0,0,0,0,0,0,0,0,0,0,0,0,54
1359,2019,Syrian Arab Rep.,SYR,Philippines,PHL,0,5,5,6,0,21,0,5,0,103,12,120,141
1360,2019,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,565
1361,2019,Syrian Arab Rep.,SYR,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,5,773
1362,2019,Syrian Arab Rep.,SYR,Qatar,QAT,0,9,0,13,0,22,0,5,0,7,0,12,34
1363,2019,Syrian Arab Rep.,SYR,Romania,ROU,89,122,76,444,34,797,83,141,95,941,65,1439,2236
1364,2019,Syrian Arab Rep.,SYR,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,60
1365,2019,Syrian Arab Rep.,SYR,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,701
1366,2019,Syrian Arab Rep.,SYR,El Salvador,SLV,0,5,0,0,0,5,0,0,0,0,0,0,5
1367,2019,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,163,261,144,535,43,1146,170,284,173,546,53,1226,2372
1368,2019,Syrian Arab Rep.,SYR,Senegal,SEN,0,0,0,5,0,5,0,9,0,0,0,9,14
1369,2019,Syrian Arab Rep.,SYR,Somalia,SOM,10,12,18,53,0,93,5,25,17,118,6,171,264
1370,2019,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,1190,0,0,0,0,0,1615,16938
1371,2019,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0,0,0,0,0,0,0,0,24,0,24,49
1372,2019,Syrian Arab Rep.,SYR,Sudan,SDN,3440,8921,5519,22935,1323,42138,3619,10257,6169,29794,1516,51355,93493
1373,2019,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,19
1374,2019,Syrian Arab Rep.,SYR,Slovenia,SVN,0,0,0,0,0,5,0,0,0,0,0,10,322
1375,2019,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,922,0,0,0,0,0,1304,115725
1376,2019,Syrian Arab Rep.,SYR,Switzerland,CHE,521,746,481,2358,253,4359,499,849,565,3040,194,5147,19673
1377,2019,Syrian Arab Rep.,SYR,United Rep. of Tanzania,TZA,0,0,0,6,0,6,0,0,10,5,0,15,21
1378,2019,Syrian Arab Rep.,SYR,Thailand,THA,5,6,5,29,5,50,8,7,6,149,5,175,225
1379,2019,Syrian Arab Rep.,SYR,Togo,TGO,0,5,0,0,0,5,0,12,0,0,0,12,17
1380,2019,Syrian Arab Rep.,SYR,Trinidad and Tobago,TTO,0,0,0,0,0,0,0,0,0,0,0,0,96
1381,2019,Syrian Arab Rep.,SYR,Tunisia,TUN,65,127,88,338,37,655,64,138,86,406,33,727,1382
1382,2019,Syrian Arab Rep.,SYR,Turkey,TUR,285668,322983,179668,799852,56910,1645081,305587,343537,204763,1024856,52546,1931289,3576370
1383,2019,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,313,794,484,1671,109,3371,329,856,511,1724,117,3537,6908
1384,2019,Syrian Arab Rep.,SYR,Uganda,UGA,0,0,0,0,0,0,0,0,0,16,0,16,16
1385,2019,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,8,20,0,99,0,0,5,128,0,524,623
1386,2019,Syrian Arab Rep.,SYR,Uruguay,URY,0,5,6,17,0,28,0,8,9,23,0,40,68
1387,2019,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,11109
1388,2019,Syrian Arab Rep.,SYR,Venezuela (Bolivarian Republic of),VEN,0,0,0,0,0,0,0,0,0,5,0,5,5
1389,2019,Syrian Arab Rep.,SYR,Yemen,YEM,28,382,305,1088,72,1875,32,437,300,1194,123,2086,3961
1390,2019,Syrian Arab Rep.,SYR,Zambia,ZMB,0,6,0,0,0,6,0,0,0,15,0,15,21
1391,2020,Syrian Arab Rep.,SYR,Albania,ALB,0,0,0,9,0,9,0,0,0,0,0,0,9
1392,2020,Syrian Arab Rep.,SYR,Algeria,DZA,330,585,308,1244,52,2519,388,624,342,2685,69,4108,6627
1393,2020,Syrian Arab Rep.,SYR,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,5
1394,2020,Syrian Arab Rep.,SYR,Egypt,EGY,5824,11562,8126,33706,3637,62855,6154,12001,8819,37174,3574,67722,130577
1395,2020,Syrian Arab Rep.,SYR,Argentina,ARG,0,12,16,124,25,177,0,27,26,205,25,283,491
1396,2020,Syrian Arab Rep.,SYR,Armenia,ARM,25,40,32,188,47,332,23,41,48,242,60,414,14746
1397,2020,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,705
1398,2020,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,544,0,0,0,0,0,2276,57723
1399,2020,Syrian Arab Rep.,SYR,Azerbaijan,AZE,0,8,0,5,0,13,0,5,0,16,0,21,34
1400,2020,Syrian Arab Rep.,SYR,Bahrain,BHR,0,0,0,0,0,0,0,0,0,0,0,0,23
1401,2020,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,7785,0,0,0,0,0,12073,19858
1402,2020,Syrian Arab Rep.,SYR,Benin,BEN,0,0,0,0,0,0,0,5,9,17,0,31,31
1403,2020,Syrian Arab Rep.,SYR,Burkina Faso,BFA,0,0,0,0,0,0,0,0,0,5,0,5,5
1404,2020,Syrian Arab Rep.,SYR,Belarus,BLR,0,0,0,0,0,0,0,0,0,8,0,8,72
1405,2020,Syrian Arab Rep.,SYR,Bolivia (Plurinational State of),BOL,0,0,0,0,0,0,0,0,0,0,0,0,22
1406,2020,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,8065
1407,2020,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,0,0,5,5,0,10,0,5,0,17,0,22,32
1408,2020,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,71,0,0,0,0,0,522,18903
1409,2020,Syrian Arab Rep.,SYR,Canada,CAN,0,0,0,27,0,74,17,0,0,64,0,136,311
1410,2020,Syrian Arab Rep.,SYR,Chad,TCD,9,0,0,7,0,16,0,0,6,16,0,22,38
1411,2020,Syrian Arab Rep.,SYR,China,CHN,5,11,0,6,0,22,0,0,6,26,0,32,54
1412,2020,Syrian Arab Rep.,SYR,Chile,CHL,7,0,0,11,0,18,0,9,0,19,0,28,145
1413,2020,Syrian Arab Rep.,SYR,Cameroon,CMR,0,0,5,6,0,11,0,0,0,18,0,18,29
1414,2020,Syrian Arab Rep.,SYR,Congo,COG,0,7,0,0,0,7,0,0,0,11,0,11,18
1415,2020,Syrian Arab Rep.,SYR,Dem. Rep. of the Congo,COD,0,0,0,0,0,0,0,0,0,21,0,21,21
1416,2020,Syrian Arab Rep.,SYR,Colombia,COL,0,0,0,0,0,0,0,0,0,16,0,16,16
1417,2020,Syrian Arab Rep.,SYR,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,26
1418,2020,Syrian Arab Rep.,SYR,Cuba,CUB,0,0,6,11,5,22,0,0,5,18,0,23,45
1419,2020,Syrian Arab Rep.,SYR,Curacao ,CUW,0,0,0,0,0,0,0,0,0,0,0,0,5
1420,2020,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,1237,0,0,0,0,0,3179,13213
1421,2020,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,5,0,0,0,0,0,7,398
1422,2020,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,129,0,0,0,0,0,152,20159
1423,2020,Syrian Arab Rep.,SYR,Djibouti,DJI,0,0,0,0,0,0,0,0,5,5,0,10,10
1424,2020,Syrian Arab Rep.,SYR,Dominican Rep.,DOM,0,0,0,0,0,0,0,0,0,5,0,5,5
1425,2020,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,5,31,0,36,0,13,0,117,5,135,171
1426,2020,Syrian Arab Rep.,SYR,Estonia,EST,0,0,0,0,0,0,0,0,0,0,0,0,105
1427,2020,Syrian Arab Rep.,SYR,Ethiopia,ETH,19,37,28,98,5,187,34,42,29,132,6,243,430
1428,2020,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,24,0,0,0,0,0,61,2705
1429,2020,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,802,0,0,0,0,0,1785,24436
1430,2020,Syrian Arab Rep.,SYR,Gabon,GAB,0,0,0,5,0,5,0,0,0,0,0,0,5
1431,2020,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,714,0,0,0,0,0,1517,13150
1432,2020,Syrian Arab Rep.,SYR,Georgia,GEO,9,15,23,118,24,189,7,32,20,177,32,268,457
1433,2020,Syrian Arab Rep.,SYR,Germany,DEU,33504,43480,28316,127719,6922,239946,35447,48019,34848,275278,8462,402054,642557
1434,2020,Syrian Arab Rep.,SYR,Ghana,GHA,21,32,7,49,0,109,9,27,6,127,0,169,278
1435,2020,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,0,0,2260,0,0,0,0,0,3705,42413
1436,2020,Syrian Arab Rep.,SYR,Guinea,GIN,0,0,0,12,0,12,0,5,0,12,0,17,29
1437,2020,Syrian Arab Rep.,SYR,Croatia,HRV,20,46,39,106,5,223,31,48,43,214,0,344,567
1438,2020,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,261,0,0,0,0,0,662,923
1439,2020,Syrian Arab Rep.,SYR,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,5,172
1440,2020,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,11,10,5,33,0,59,7,12,6,61,6,92,151
1441,2020,Syrian Arab Rep.,SYR,India,IND,14,7,6,22,0,49,0,11,5,55,0,71,120
1442,2020,Syrian Arab Rep.,SYR,Indonesia,IDN,0,8,0,5,0,13,0,0,0,31,0,31,44
1443,2020,Syrian Arab Rep.,SYR,Ireland,IRL,49,110,65,298,24,546,35,127,69,502,14,747,3193
1444,2020,Syrian Arab Rep.,SYR,Iraq,IRQ,18205,21867,11771,59946,4419,116208,19380,22680,13270,66922,3703,125955,242163
1445,2020,Syrian Arab Rep.,SYR,Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,5
1446,2020,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,4545
1447,2020,Syrian Arab Rep.,SYR,Jordan,JOR,43545,69632,46519,156166,15796,331658,45975,73519,48798,151631,11209,331132,662790
1448,2020,Syrian Arab Rep.,SYR,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,73
1449,2020,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,0,5,0,0,0,5,0,5,0,23,0,28,33
1450,2020,Syrian Arab Rep.,SYR,Kenya,KEN,0,0,0,0,0,0,0,0,0,10,0,10,10
1451,2020,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,7,18,0,25,0,9,5,47,0,61,86
1452,2020,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,0,0,0,0,0,301,0,0,0,0,0,935,1271
1453,2020,Syrian Arab Rep.,SYR,Kuwait,KWT,5,18,17,56,10,106,5,21,27,47,10,110,216
1454,2020,Syrian Arab Rep.,SYR,Liberia,LBR,0,0,0,5,0,5,0,5,0,17,0,22,27
1455,2020,Syrian Arab Rep.,SYR,Libya,LBY,877,1582,880,3312,200,6851,892,1574,916,4052,251,7685,14536
1456,2020,Syrian Arab Rep.,SYR,Lebanon,LBN,60955,106851,68063,201884,12228,449981,63832,111032,71132,159659,9664,415319,865300
1457,2020,Syrian Arab Rep.,SYR,Liechtenstein,LIE,0,0,0,0,0,0,0,0,0,0,0,0,32
1458,2020,Syrian Arab Rep.,SYR,Sri Lanka,LKA,0,0,0,5,0,5,0,0,0,0,0,0,5
1459,2020,Syrian Arab Rep.,SYR,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,5,468
1460,2020,Syrian Arab Rep.,SYR,Luxembourg,LUX,0,0,0,0,0,1041,0,0,0,0,0,1368,2409
1461,2020,Syrian Arab Rep.,SYR,Latvia,LVA,0,0,0,0,0,0,0,0,0,0,0,5,319
1462,2020,Syrian Arab Rep.,SYR,Madagascar,MDG,0,0,0,5,0,5,0,0,0,0,0,0,5
1463,2020,Syrian Arab Rep.,SYR,Mauritania,MRT,26,29,20,106,10,191,34,24,21,140,9,228,419
1464,2020,Syrian Arab Rep.,SYR,North Macedonia,MKD,0,0,0,8,0,8,0,5,0,9,0,14,22
1465,2020,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,10,5,36,5,56,0,5,7,122,5,139,195
1466,2020,Syrian Arab Rep.,SYR,Mexico,MEX,0,5,0,0,0,5,0,0,0,9,0,9,44
1467,2020,Syrian Arab Rep.,SYR,Mali,MLI,6,19,11,95,5,136,11,10,35,262,0,318,454
1468,2020,Syrian Arab Rep.,SYR,Malaysia,MYS,103,184,94,661,40,1082,90,206,122,1696,61,2175,3257
1469,2020,Syrian Arab Rep.,SYR,Montenegro,MNE,0,0,0,0,0,0,0,0,0,9,0,9,9
1470,2020,Syrian Arab Rep.,SYR,Morocco,MAR,305,402,293,952,60,2012,329,449,274,1388,76,2516,4528
1471,2020,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,2252
1472,2020,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,1291,0,0,0,0,0,5159,24727
1473,2020,Syrian Arab Rep.,SYR,Niger,NER,0,0,0,0,0,0,0,0,0,5,0,5,5
1474,2020,Syrian Arab Rep.,SYR,Nigeria,NGA,6,23,0,54,0,83,17,12,10,395,7,441,524
1475,2020,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,136,0,0,0,0,0,204,15651
1476,2020,Syrian Arab Rep.,SYR,Nauru,NRU,0,0,0,0,0,0,0,0,0,5,0,5,5
1477,2020,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,72
1478,2020,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,8,0,8,0,0,0,0,0,0,30
1479,2020,Syrian Arab Rep.,SYR,Pakistan,PAK,5,5,5,5,0,20,0,8,0,15,0,23,43
1480,2020,Syrian Arab Rep.,SYR,Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,5
1481,2020,Syrian Arab Rep.,SYR,Paraguay,PRY,0,0,0,5,0,5,0,0,0,7,0,7,105
1482,2020,Syrian Arab Rep.,SYR,Peru,PER,0,0,0,0,0,0,0,0,0,0,0,0,56
1483,2020,Syrian Arab Rep.,SYR,Philippines,PHL,5,10,0,0,0,15,0,0,0,65,10,75,174
1484,2020,Syrian Arab Rep.,SYR,Papua New Guinea,PNG,0,0,0,0,0,0,0,0,0,5,0,5,5
1485,2020,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,18,0,0,0,0,0,21,276
1486,2020,Syrian Arab Rep.,SYR,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,789
1487,2020,Syrian Arab Rep.,SYR,Qatar,QAT,0,9,0,13,0,22,0,5,0,7,0,12,123
1488,2020,Syrian Arab Rep.,SYR,Romania,ROU,80,104,82,422,40,762,77,133,93,906,65,1455,2217
1489,2020,Syrian Arab Rep.,SYR,South Africa,ZAF,0,0,6,20,0,26,0,0,5,27,0,32,58
1490,2020,Syrian Arab Rep.,SYR,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,417
1491,2020,Syrian Arab Rep.,SYR,El Salvador,SLV,0,5,0,0,0,5,0,0,0,0,0,0,5
1492,2020,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,158,366,224,739,57,1544,205,405,251,762,74,1697,7844
1493,2020,Syrian Arab Rep.,SYR,Senegal,SEN,0,0,0,6,0,6,0,8,0,0,0,8,14
1494,2020,Syrian Arab Rep.,SYR,Somalia,SOM,55,56,25,129,0,265,46,57,50,195,5,353,618
1495,2020,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,695,0,0,0,0,0,850,16205
1496,2020,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0,0,5,0,5,0,6,0,29,0,35,73
1497,2020,Syrian Arab Rep.,SYR,Sudan,SDN,2525,9050,5864,23117,1410,41966,2505,10519,6552,30310,1646,51532,93498
1498,2020,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,5,26
1499,2020,Syrian Arab Rep.,SYR,Slovenia,SVN,0,0,0,0,0,5,0,0,0,0,0,11,338
1500,2020,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,602,0,0,0,0,0,942,116153
1501,2020,Syrian Arab Rep.,SYR,Switzerland,CHE,435,664,474,2172,260,4005,420,752,546,2801,200,4719,20105
1502,2020,Syrian Arab Rep.,SYR,United Rep. of Tanzania,TZA,0,0,0,5,0,5,0,0,10,7,0,17,22
1503,2020,Syrian Arab Rep.,SYR,Thailand,THA,0,8,8,33,5,54,6,7,7,152,6,178,232
1504,2020,Syrian Arab Rep.,SYR,Togo,TGO,8,0,0,0,0,8,0,6,0,8,0,14,22
1505,2020,Syrian Arab Rep.,SYR,Trinidad and Tobago,TTO,0,0,0,0,0,0,0,0,0,0,0,0,104
1506,2020,Syrian Arab Rep.,SYR,Tunisia,TUN,93,180,128,500,57,958,104,191,116,568,60,1039,1997
1507,2020,Syrian Arab Rep.,SYR,Turkey,TUR,257733,332019,205675,822787,58838,1677052,262045,361296,243076,1043830,54071,1964318,3641370
1508,2020,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,229,773,543,1716,121,3382,232,849,555,1777,139,3552,6934
1509,2020,Syrian Arab Rep.,SYR,Uganda,UGA,0,0,0,0,0,0,0,5,0,19,0,24,24
1510,2020,Syrian Arab Rep.,SYR,Ukraine,UKR,0,5,7,44,0,144,0,6,6,98,5,518,662
1511,2020,Syrian Arab Rep.,SYR,Uruguay,URY,0,5,6,18,0,29,0,7,6,27,0,40,69
1512,2020,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,11246
1513,2020,Syrian Arab Rep.,SYR,Venezuela (Bolivarian Republic of),VEN,0,0,0,14,0,14,0,0,0,18,0,18,32
1514,2020,Syrian Arab Rep.,SYR,Yemen,YEM,23,325,330,1145,85,1908,27,379,324,1246,144,2120,4028
1515,2020,Syrian Arab Rep.,SYR,Zambia,ZMB,0,8,0,0,0,8,5,0,0,13,0,18,26
