,Year,Country_of_origin,Country_of_origin_(ISO),Country_of_asylum,Country_of_asylum_(ISO),Female_0_-_4,Female_5_-_11,Female_12_-_17,Female_18_-_59,Female_60,Female_total,Male_0_-_4,Male_5_-_11,Male_12_-_17,Male_18_-_59,Male_60,Male_total,Total
1124,2017,Syrian Arab Rep.,SYR,Panama,PAN,0,0,0,6,0,6,0,0,0,5,0,5,11
1125,2017,Syrian Arab Rep.,SYR,Paraguay,PRY,0,6,0,19,0,25,0,5,7,42,0,54,79
1126,2017,Syrian Arab Rep.,SYR,Peru,PER,0,0,0,0,0,0,0,0,0,5,0,5,43
1127,2017,Syrian Arab Rep.,SYR,Philippines,PHL,0,0,9,10,0,19,0,5,5,62,10,82,101
1128,2017,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,530
1129,2017,Syrian Arab Rep.,SYR,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,307
1130,2017,Syrian Arab Rep.,SYR,Qatar,QAT,0,6,0,5,11,22,0,5,0,0,7,12,34
1131,2017,Syrian Arab Rep.,SYR,Romania,ROU,106,116,80,474,33,887,114,161,94,1059,45,1562,2449
1132,2017,Syrian Arab Rep.,SYR,South Africa,ZAF,0,0,0,0,0,20,0,0,0,0,0,25,45
1133,2017,Syrian Arab Rep.,SYR,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,1433
1134,2017,Syrian Arab Rep.,SYR,El Salvador,SLV,0,5,0,0,0,5,0,0,0,0,0,0,5
1135,2017,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,5,0,0,16,21,0,0,0,5,22,27,48
1136,2017,Syrian Arab Rep.,SYR,Senegal,SEN,0,0,0,7,0,7,0,9,0,5,0,14,21
1137,2017,Syrian Arab Rep.,SYR,Somalia,SOM,6,14,14,34,0,68,12,18,0,73,5,108,176
1138,2017,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,14007
1139,2017,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0,5,37,0,42,0,6,5,20,0,31,73
1140,2017,Syrian Arab Rep.,SYR,Sudan,SDN,605,1092,599,2730,129,5155,682,1259,808,3614,161,6524,11679
1141,2017,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,17
1142,2017,Syrian Arab Rep.,SYR,Slovenia,SVN,10,17,9,55,0,91,6,20,27,80,0,133,224
1143,2017,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,107145
1144,2017,Syrian Arab Rep.,SYR,Switzerland,CHE,598,811,469,2507,227,8414,622,885,591,3329,173,8417,16831
1145,2017,Syrian Arab Rep.,SYR,Thailand,THA,8,13,5,56,5,87,15,17,18,194,5,249,336
1146,2017,Syrian Arab Rep.,SYR,Togo,TGO,0,0,0,0,0,0,0,0,0,9,0,9,9
1147,2017,Syrian Arab Rep.,SYR,Trinidad and Tobago,TTO,0,0,0,13,0,13,0,5,0,67,0,72,85
1148,2017,Syrian Arab Rep.,SYR,Tunisia,TUN,34,52,37,145,11,279,33,43,53,185,10,324,603
1149,2017,Syrian Arab Rep.,SYR,Turkey,TUR,8,5,0,65,0,78,0,26,15,30,0,71,3424386
1150,2017,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,64,206,251,96,5,622,99,209,278,100,5,691,1313
1151,2017,Syrian Arab Rep.,SYR,Uganda,UGA,0,0,5,0,0,5,0,0,0,14,0,14,19
1152,2017,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,0,0,85,0,0,0,0,0,398,1003
1153,2017,Syrian Arab Rep.,SYR,Uruguay,URY,0,7,5,16,0,28,0,8,9,16,0,33,61
1154,2017,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,10640
1155,2017,Syrian Arab Rep.,SYR,Venezuela (Bolivarian Republic of),VEN,0,0,0,0,5,5,0,0,0,0,0,0,5
1156,2017,Syrian Arab Rep.,SYR,Yemen,YEM,88,397,263,977,60,1785,114,404,289,1100,93,2000,3785
1157,2018,Syrian Arab Rep.,SYR,Albania,ALB,0,0,0,0,0,0,0,5,0,16,0,21,49
1158,2018,Syrian Arab Rep.,SYR,Algeria,DZA,500,604,334,1368,56,2862,552,669,393,2962,61,4637,7499
1159,2018,Syrian Arab Rep.,SYR,Egypt,EGY,6831,12519,7633,33725,3316,64024,7265,12959,8485,36772,3367,68848,132872
1160,2018,Syrian Arab Rep.,SYR,Argentina,ARG,0,16,13,123,19,171,0,32,22,205,24,283,480
1161,2018,Syrian Arab Rep.,SYR,Armenia,ARM,30,39,32,182,46,329,22,40,45,231,42,380,14709
1162,2018,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,684
1163,2018,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,50717
1164,2018,Syrian Arab Rep.,SYR,Azerbaijan,AZE,0,6,0,0,0,6,0,0,0,9,0,9,20
1165,2018,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,11085
1166,2018,Syrian Arab Rep.,SYR,Benin,BEN,0,0,0,0,0,0,5,0,0,7,0,12,12
1167,2018,Syrian Arab Rep.,SYR,Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,66
1168,2018,Syrian Arab Rep.,SYR,Bolivia (Plurinational State of),BOL,0,0,0,0,0,0,0,0,0,0,0,0,29
1169,2018,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,7725
1170,2018,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,5,6,6,13,0,30,6,5,5,36,0,52,82
1171,2018,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,17376
1172,2018,Syrian Arab Rep.,SYR,Canada,CAN,202,347,210,868,73,1700,222,376,230,961,69,1858,4361
1173,2018,Syrian Arab Rep.,SYR,Chad,TCD,5,5,0,21,0,31,0,8,6,26,0,40,71
1174,2018,Syrian Arab Rep.,SYR,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,72
1175,2018,Syrian Arab Rep.,SYR,Chile,CHL,0,0,0,0,0,0,0,0,0,0,0,0,143
1176,2018,Syrian Arab Rep.,SYR,Cameroon,CMR,0,0,5,6,0,11,0,0,0,17,0,17,28
1177,2018,Syrian Arab Rep.,SYR,Congo,COG,0,5,0,14,0,19,0,0,0,11,0,11,30
1178,2018,Syrian Arab Rep.,SYR,Dem. Rep. of the Congo,COD,0,0,0,10,0,10,0,0,9,6,0,15,25
1179,2018,Syrian Arab Rep.,SYR,Colombia,COL,0,0,0,0,0,0,0,0,0,13,0,13,13
1180,2018,Syrian Arab Rep.,SYR,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,21
1181,2018,Syrian Arab Rep.,SYR,Cuba,CUB,0,0,6,19,0,25,0,7,0,13,0,20,45
1182,2018,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,8813
1183,2018,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,456
1184,2018,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,19990
1185,2018,Syrian Arab Rep.,SYR,Djibouti,DJI,0,5,0,0,0,5,0,0,0,5,0,5,10
1186,2018,Syrian Arab Rep.,SYR,Ecuador,ECU,0,5,0,13,0,18,5,0,0,96,0,101,192
1187,2018,Syrian Arab Rep.,SYR,Estonia,EST,0,0,0,0,0,0,0,0,0,0,0,0,146
1188,2018,Syrian Arab Rep.,SYR,Ethiopia,ETH,0,5,0,9,0,14,5,6,0,54,0,65,79
1189,2018,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,30,0,0,0,0,0,43,2570
1190,2018,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,7194,0,0,0,0,0,8628,19174
1191,2018,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,10405
1192,2018,Syrian Arab Rep.,SYR,Georgia,GEO,5,19,23,113,24,184,6,31,22,178,31,268,452
1193,2018,Syrian Arab Rep.,SYR,Germany,DEU,31698,35129,22205,113564,5887,208483,33656,41251,30615,264075,6381,375978,584461
1194,2018,Syrian Arab Rep.,SYR,Ghana,GHA,21,23,5,42,0,91,13,15,5,117,0,150,241
1195,2018,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,38035
1196,2018,Syrian Arab Rep.,SYR,Guinea,GIN,0,0,5,0,0,5,0,0,0,5,0,5,10
1197,2018,Syrian Arab Rep.,SYR,Croatia,HRV,15,35,32,77,0,159,27,35,25,181,0,268,427
1198,2018,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,976
1199,2018,Syrian Arab Rep.,SYR,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,117
1200,2018,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,8,11,0,19,0,38,5,8,5,44,0,62,100
1201,2018,Syrian Arab Rep.,SYR,India,IND,8,0,6,21,0,35,5,9,0,51,0,65,100
1202,2018,Syrian Arab Rep.,SYR,Indonesia,IDN,5,5,0,5,0,15,0,0,5,25,0,30,45
1203,2018,Syrian Arab Rep.,SYR,Ireland,IRL,81,90,47,268,19,505,80,94,61,440,13,688,2193
1204,2018,Syrian Arab Rep.,SYR,Iraq,IRQ,20354,21045,11453,62103,3982,118937,21628,21881,12691,73963,3417,133580,252517
1205,2018,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,5849
1206,2018,Syrian Arab Rep.,SYR,Jamaica,JAM,0,0,0,5,0,5,0,0,0,0,0,0,5
1207,2018,Syrian Arab Rep.,SYR,Jordan,JOR,46898,69554,45900,161540,15691,339583,49965,74379,48197,152974,11185,336700,676283
1208,2018,Syrian Arab Rep.,SYR,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,69
1209,2018,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,0,0,0,5,0,5,0,0,0,24,0,24,29
1210,2018,Syrian Arab Rep.,SYR,Kenya,KEN,0,5,0,0,0,5,0,0,0,6,0,6,11
1211,2018,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,5,5,18,0,28,5,9,0,49,0,63,91
1212,2018,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,46,65,25,143,5,284,60,54,30,795,0,939,1223
1213,2018,Syrian Arab Rep.,SYR,Kuwait,KWT,0,10,15,34,5,64,0,17,12,30,0,59,123
1214,2018,Syrian Arab Rep.,SYR,Liberia,LBR,0,0,0,5,0,5,0,0,0,10,0,10,15
1215,2018,Syrian Arab Rep.,SYR,Libya,LBY,523,2716,1510,5772,354,10875,516,2803,1649,7422,460,12850,23725
1216,2018,Syrian Arab Rep.,SYR,Lebanon,LBN,73369,118259,66067,221612,13559,492866,77130,123308,69048,171055,10779,451320,944186
1217,2018,Syrian Arab Rep.,SYR,Liechtenstein,LIE,0,0,0,0,0,0,0,0,0,0,0,0,32
1218,2018,Syrian Arab Rep.,SYR,Sri Lanka,LKA,0,0,8,0,0,8,0,0,6,0,0,6,14
1219,2018,Syrian Arab Rep.,SYR,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,445
1220,2018,Syrian Arab Rep.,SYR,Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,846
1221,2018,Syrian Arab Rep.,SYR,Latvia,LVA,0,0,0,0,0,0,0,0,0,0,0,0,384
1222,2018,Syrian Arab Rep.,SYR,Mauritania,MRT,19,24,21,97,8,169,27,23,22,128,10,210,379
1223,2018,Syrian Arab Rep.,SYR,North Macedonia,MKD,0,0,0,8,0,8,0,0,0,9,0,9,17
1224,2018,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,12,11,34,5,62,0,8,7,136,5,156,218
1225,2018,Syrian Arab Rep.,SYR,Mexico,MEX,0,0,0,0,0,0,0,0,0,5,0,5,33
1226,2018,Syrian Arab Rep.,SYR,Mali,MLI,7,10,6,65,0,88,12,9,36,194,0,251,339
1227,2018,Syrian Arab Rep.,SYR,Malaysia,MYS,93,155,80,575,31,934,77,188,102,1477,50,1894,2828
1228,2018,Syrian Arab Rep.,SYR,Montenegro,MNE,0,0,0,0,0,0,0,0,0,47,0,47,47
1229,2018,Syrian Arab Rep.,SYR,Morocco,MAR,211,362,254,760,48,1635,251,373,233,954,60,1871,3506
1230,2018,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,1867
1231,2018,Syrian Arab Rep.,SYR,Mauritius,MUS,0,0,0,0,0,0,0,5,0,0,0,5,5
1232,2018,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,33779
1233,2018,Syrian Arab Rep.,SYR,Niger,NER,0,5,0,0,0,5,0,0,0,11,0,11,16
1234,2018,Syrian Arab Rep.,SYR,Nigeria,NGA,0,14,0,35,0,49,11,9,0,222,8,250,299
1235,2018,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,14149
1236,2018,Syrian Arab Rep.,SYR,Nauru,NRU,0,0,0,0,0,0,0,0,0,0,0,0,5
1237,2018,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,68
1238,2018,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,7,0,7,0,0,0,0,0,0,7
1239,2018,Syrian Arab Rep.,SYR,Pakistan,PAK,0,8,5,0,0,13,0,5,0,15,0,20,33
1240,2018,Syrian Arab Rep.,SYR,Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,12
1241,2018,Syrian Arab Rep.,SYR,Paraguay,PRY,0,0,0,0,0,0,0,0,0,0,0,0,84
1242,2018,Syrian Arab Rep.,SYR,Peru,PER,0,0,0,0,0,0,0,0,0,7,0,7,51
1243,2018,Syrian Arab Rep.,SYR,Philippines,PHL,0,5,5,11,0,21,0,5,0,96,5,111,132
1244,2018,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,551
1245,2018,Syrian Arab Rep.,SYR,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,602
1246,2018,Syrian Arab Rep.,SYR,Qatar,QAT,0,9,0,13,0,22,0,5,0,7,0,12,34
1247,2018,Syrian Arab Rep.,SYR,Romania,ROU,107,126,73,496,31,833,105,157,96,1049,52,1459,2442
1248,2018,Syrian Arab Rep.,SYR,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,52
1249,2018,Syrian Arab Rep.,SYR,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,1002
1250,2018,Syrian Arab Rep.,SYR,El Salvador,SLV,0,5,0,0,0,5,0,0,0,0,0,0,5
1251,2018,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,178,228,120,483,38,1047,194,254,141,485,45,1119,2166
1252,2018,Syrian Arab Rep.,SYR,Senegal,SEN,0,0,0,5,0,5,0,9,0,0,0,9,14
1253,2018,Syrian Arab Rep.,SYR,Somalia,SOM,7,15,11,43,0,76,11,20,12,91,6,140,216
1254,2018,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,16085
1255,2018,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0,0,0,0,0,0,0,0,7,0,7,81
1256,2018,Syrian Arab Rep.,SYR,Sudan,SDN,584,1278,719,3178,167,5926,673,1430,874,4090,198,7265,93502
1257,2018,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,14
1258,2018,Syrian Arab Rep.,SYR,Slovenia,SVN,10,17,9,55,0,91,6,20,18,80,0,124,313
1259,2018,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,111696
1260,2018,Syrian Arab Rep.,SYR,Switzerland,CHE,555,769,511,2425,236,8227,560,867,555,3181,185,10127,18354
1261,2018,Syrian Arab Rep.,SYR,Thailand,THA,5,11,5,44,5,70,11,13,8,176,5,213,283
1262,2018,Syrian Arab Rep.,SYR,Togo,TGO,0,0,0,0,0,0,0,0,0,9,0,9,9
1263,2018,Syrian Arab Rep.,SYR,Trinidad and Tobago,TTO,0,0,0,0,0,0,0,0,0,0,0,0,94
1264,2018,Syrian Arab Rep.,SYR,Tunisia,TUN,46,77,63,220,20,426,46,83,86,262,20,497,923
1265,2018,Syrian Arab Rep.,SYR,Turkey,TUR,284080,309888,193299,811486,58147,1656900,304035,330915,225143,1051467,54012,1965572,3622472
1266,2018,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,415,696,389,1412,86,2998,436,722,422,1446,83,3109,6107
1267,2018,Syrian Arab Rep.,SYR,Uganda,UGA,0,0,0,0,0,0,0,0,0,10,0,10,10
1268,2018,Syrian Arab Rep.,SYR,Ukraine,UKR,0,11,0,39,0,50,0,9,5,416,9,439,946
1269,2018,Syrian Arab Rep.,SYR,Uruguay,URY,0,6,6,15,0,27,0,8,9,17,0,34,61
1270,2018,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,11055
1271,2018,Syrian Arab Rep.,SYR,Venezuela (Bolivarian Republic of),VEN,0,0,0,0,0,0,0,0,0,5,0,5,5
1272,2018,Syrian Arab Rep.,SYR,Yemen,YEM,59,396,270,1029,63,1817,71,423,297,1137,111,2039,3856
1273,2018,Syrian Arab Rep.,SYR,Zambia,ZMB,0,0,0,0,0,0,0,0,0,17,0,17,17
1274,2019,Syrian Arab Rep.,SYR,Albania,ALB,0,0,0,5,0,5,0,0,0,8,0,8,13
1275,2019,Syrian Arab Rep.,SYR,Algeria,DZA,448,658,335,1431,65,2937,525,712,396,3118,69,4820,7757
1276,2019,Syrian Arab Rep.,SYR,Egypt,EGY,6550,11445,7760,33127,3360,62242,7010,11876,8357,36371,3355,66969,129211
1277,2019,Syrian Arab Rep.,SYR,Argentina,ARG,0,16,12,118,22,168,0,27,26,193,30,276,475
1278,2019,Syrian Arab Rep.,SYR,Armenia,ARM,25,40,32,194,47,338,23,41,53,247,44,408,14746
1279,2019,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,692
1280,2019,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,557,0,0,0,0,0,747,53334
1281,2019,Syrian Arab Rep.,SYR,Azerbaijan,AZE,0,7,0,0,0,7,0,0,0,13,0,13,20
1282,2019,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,17623
1283,2019,Syrian Arab Rep.,SYR,Benin,BEN,0,0,0,5,0,5,13,0,0,7,0,20,25
1284,2019,Syrian Arab Rep.,SYR,Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,68
1285,2019,Syrian Arab Rep.,SYR,Bolivia (Plurinational State of),BOL,0,0,0,0,0,0,0,0,0,0,0,0,21
1286,2019,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,8003
1287,2019,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,7,0,5,16,0,28,9,0,5,25,0,39,67
1288,2019,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,17888
1289,2019,Syrian Arab Rep.,SYR,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,308
1290,2019,Syrian Arab Rep.,SYR,Chad,TCD,9,0,0,8,0,17,7,0,0,19,0,26,43
1291,2019,Syrian Arab Rep.,SYR,China,CHN,7,11,0,9,0,27,7,0,0,29,0,36,63
1292,2019,Syrian Arab Rep.,SYR,Chile,CHL,0,0,0,5,0,5,0,0,0,6,0,6,146
1293,2019,Syrian Arab Rep.,SYR,Cameroon,CMR,5,0,5,6,0,16,0,0,0,14,0,14,30
1294,2019,Syrian Arab Rep.,SYR,Congo,COG,0,5,0,0,0,5,0,0,0,10,0,10,15
1295,2019,Syrian Arab Rep.,SYR,Dem. Rep. of the Congo,COD,0,0,0,6,0,6,0,0,5,15,0,20,26
1296,2019,Syrian Arab Rep.,SYR,Colombia,COL,0,0,0,0,0,0,0,0,0,13,0,13,13
1297,2019,Syrian Arab Rep.,SYR,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,29
1298,2019,Syrian Arab Rep.,SYR,Cuba,CUB,0,0,6,10,5,21,0,5,0,11,0,16,37
1299,2019,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,11446
1300,2019,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,426
1301,2019,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,20260
1302,2019,Syrian Arab Rep.,SYR,Djibouti,DJI,0,5,0,0,0,5,0,0,0,5,0,5,10
1303,2019,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,0,0,184
1304,2019,Syrian Arab Rep.,SYR,Estonia,EST,0,0,0,0,0,0,0,0,0,0,0,0,127
1305,2019,Syrian Arab Rep.,SYR,Ethiopia,ETH,21,34,21,91,5,172,39,44,23,126,6,238,410
1306,2019,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,26,0,0,0,0,0,51,2671
1307,2019,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,8347,0,0,0,0,0,9897,21488
1308,2019,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,339,0,0,0,0,0,889,11617
1309,2019,Syrian Arab Rep.,SYR,Georgia,GEO,0,0,7,32,0,39,0,9,0,64,5,78,117
1310,2019,Syrian Arab Rep.,SYR,Germany,DEU,33515,40141,24860,121530,6532,226578,35519,44896,32182,267583,7340,387520,614403
1311,2019,Syrian Arab Rep.,SYR,Ghana,GHA,18,34,5,46,0,103,8,27,10,130,0,175,278
1312,2019,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,0,0,6966,0,0,0,0,0,9199,42861
1313,2019,Syrian Arab Rep.,SYR,Guinea,GIN,0,0,7,0,0,7,0,0,0,7,0,7,14
1314,2019,Syrian Arab Rep.,SYR,Croatia,HRV,18,45,39,101,5,208,30,46,43,210,0,329,537
1315,2019,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,7,941
1316,2019,Syrian Arab Rep.,SYR,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,128
1317,2019,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,9,16,0,29,0,54,8,12,12,51,6,89,143
1318,2019,Syrian Arab Rep.,SYR,India,IND,13,0,7,20,0,40,5,7,0,47,0,59,99
1319,2019,Syrian Arab Rep.,SYR,Indonesia,IDN,0,6,0,0,0,6,0,0,0,31,0,31,37
1320,2019,Syrian Arab Rep.,SYR,Ireland,IRL,73,85,59,284,20,521,51,113,63,470,14,711,2937
1321,2019,Syrian Arab Rep.,SYR,Iraq,IRQ,21166,20890,11404,60529,4136,118125,22582,21679,13603,66415,3399,127678,245803
1322,2019,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,5698
1323,2019,Syrian Arab Rep.,SYR,Jordan,JOR,47559,69461,44096,151737,14723,327576,50292,73253,46332,146766,10473,327116,654692
1324,2019,Syrian Arab Rep.,SYR,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,69
1325,2019,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,0,0,0,0,0,0,0,10,0,19,0,29,29
1326,2019,Syrian Arab Rep.,SYR,Kenya,KEN,0,0,0,0,0,0,0,0,0,10,0,10,10
1327,2019,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,5,5,18,0,28,0,6,5,52,0,63,91
1328,2019,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,1259
1329,2019,Syrian Arab Rep.,SYR,Kuwait,KWT,10,13,18,53,10,104,0,23,25,44,10,102,206
1330,2019,Syrian Arab Rep.,SYR,Liberia,LBR,0,0,0,0,0,0,0,0,5,6,0,11,11
1331,2019,Syrian Arab Rep.,SYR,Libya,LBY,781,1880,1041,4074,240,8016,832,1951,1113,5113,324,9333,17365
1332,2019,Syrian Arab Rep.,SYR,Lebanon,LBN,67536,115368,66964,211653,11700,474317,71067,119823,70108,165261,9095,436269,910586
1333,2019,Syrian Arab Rep.,SYR,Liechtenstein,LIE,0,0,0,0,0,0,0,0,0,0,0,0,32
1334,2019,Syrian Arab Rep.,SYR,Sri Lanka,LKA,0,0,0,5,0,5,0,0,0,0,0,0,5
1335,2019,Syrian Arab Rep.,SYR,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,459
1336,2019,Syrian Arab Rep.,SYR,Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,1151
1337,2019,Syrian Arab Rep.,SYR,Latvia,LVA,0,0,0,0,0,0,0,0,0,0,0,0,354
1338,2019,Syrian Arab Rep.,SYR,Madagascar,MDG,0,0,0,5,0,5,0,0,0,0,0,0,5
1339,2019,Syrian Arab Rep.,SYR,Mauritania,MRT,20,24,25,97,9,175,29,25,23,127,12,216,391
1340,2019,Syrian Arab Rep.,SYR,North Macedonia,MKD,0,0,0,8,0,8,0,0,0,23,0,23,31
1341,2019,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,10,8,41,5,64,0,7,7,132,5,151,215
1342,2019,Syrian Arab Rep.,SYR,Mexico,MEX,0,0,0,0,0,0,0,0,0,8,0,8,37
1343,2019,Syrian Arab Rep.,SYR,Mali,MLI,6,19,11,90,5,131,10,10,35,247,0,302,433
1344,2019,Syrian Arab Rep.,SYR,Malaysia,MYS,125,181,85,671,36,1098,108,214,125,1688,54,2189,3294
1345,2019,Syrian Arab Rep.,SYR,Montenegro,MNE,0,0,0,0,0,0,0,0,0,14,0,14,14
1346,2019,Syrian Arab Rep.,SYR,Morocco,MAR,233,356,241,797,51,1678,279,362,242,1059,56,1998,3676
1347,2019,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,2188
1348,2019,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,743,0,0,0,0,0,2349,34786
1349,2019,Syrian Arab Rep.,SYR,Niger,NER,0,0,0,0,0,0,0,7,0,5,0,12,12
1350,2019,Syrian Arab Rep.,SYR,Nigeria,NGA,0,11,5,37,5,58,11,9,10,297,10,337,395
1351,2019,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,14624
1352,2019,Syrian Arab Rep.,SYR,Nauru,NRU,0,0,0,0,0,0,0,0,0,5,0,5,5
1353,2019,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,74
1354,2019,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,8,0,8,0,0,0,0,0,0,8
1355,2019,Syrian Arab Rep.,SYR,Pakistan,PAK,5,10,0,5,0,20,0,8,0,15,0,23,43
1356,2019,Syrian Arab Rep.,SYR,Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,12
