Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2017,"Syrian Arab Rep.",SYR,Romania,ROU,G,R,RA,P,5
2017,"Syrian Arab Rep.",SYR,"South Africa",ZAF,G,N,FI,P,5
2017,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,FI,P,191
2017,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,TA,P,688
2017,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,U,N,FI,P,27
2017,"Syrian Arab Rep.",SYR,Somalia,SOM,U,N,FI,P,5
2017,"Syrian Arab Rep.",SYR,Spain,ESP,G,N,FI,P,4276
2017,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,42
2017,"Syrian Arab Rep.",SYR,Sudan,SDN,U,N,FI,P,40
2017,"Syrian Arab Rep.",SYR,Slovakia,SVK,G,N,FA,P,11
2017,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,N,FA,P,92
2017,"Syrian Arab Rep.",SYR,Sweden,SWE,G,A,AR,P,1427
2017,"Syrian Arab Rep.",SYR,Sweden,SWE,G,N,FI,P,4574
2017,"Syrian Arab Rep.",SYR,Sweden,SWE,G,R,RA,P,214
2017,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,N,FI,P,1806
2017,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,R,RA,P,145
2017,"Syrian Arab Rep.",SYR,Thailand,THA,U,N,FI,P,57
2017,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,U,N,FI,P,24
2017,"Syrian Arab Rep.",SYR,Turkey,TUR,U,N,FI,P,17
2017,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,U,N,FI,P,1312
2017,"Syrian Arab Rep.",SYR,Uganda,UGA,G,N,FA,P,13
2017,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,N,FI,P,65
2017,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,J,JR,P,53
2017,"Syrian Arab Rep.",SYR,Uruguay,URY,G,N,FI,P,5
2017,"Syrian Arab Rep.",SYR,"United States of America",USA,G,A,AR,P,5
2017,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,EO,P,113
2017,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,IN,C,459
2018,"Syrian Arab Rep.",SYR,Albania,ALB,G,N,FI,P,2135
2018,"Syrian Arab Rep.",SYR,Algeria,DZA,U,N,FI,P,1728
2018,"Syrian Arab Rep.",SYR,Algeria,DZA,U,R,RA,P,22
2018,"Syrian Arab Rep.",SYR,Argentina,ARG,G,A,AR,P,5
2018,"Syrian Arab Rep.",SYR,Argentina,ARG,G,N,FI,P,32
2018,"Syrian Arab Rep.",SYR,Armenia,ARM,G,N,FI,P,21
2018,"Syrian Arab Rep.",SYR,Australia,AUS,G,N,FI,P,29
2018,"Syrian Arab Rep.",SYR,Austria,AUT,G,N,FA,P,3329
2018,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,G,N,FI,P,29
2018,"Syrian Arab Rep.",SYR,Belgium,BEL,G,N,FI,P,2770
2018,"Syrian Arab Rep.",SYR,Belgium,BEL,G,R,RA,P,130
2018,"Syrian Arab Rep.",SYR,Belarus,BLR,G,N,FI,P,19
2018,"Syrian Arab Rep.",SYR,Brazil,BRA,G,N,FI,P,409
2018,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,G,N,FI,P,188
2018,"Syrian Arab Rep.",SYR,Bulgaria,BGR,G,N,FA,P,505
2018,"Syrian Arab Rep.",SYR,Canada,CAN,G,A,AR,P,20
2018,"Syrian Arab Rep.",SYR,Canada,CAN,G,N,FI,P,567
2018,"Syrian Arab Rep.",SYR,Chad,TCD,G,N,FA,P,5
2018,"Syrian Arab Rep.",SYR,China,CHN,U,N,FI,P,10
2018,"Syrian Arab Rep.",SYR,Chile,CHL,G,N,FI,P,19
2018,"Syrian Arab Rep.",SYR,Cameroon,CMR,U,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Congo,COG,J,N,FI,P,10
2018,"Syrian Arab Rep.",SYR,Colombia,COL,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Cuba,CUB,U,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,A,AR,P,10
2018,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,N,FI,P,1997
2018,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,R,FI,P,31
2018,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,R,RA,P,5
2018,"Syrian Arab Rep.",SYR,Czechia,CZE,G,N,FI,P,32
2018,"Syrian Arab Rep.",SYR,Czechia,CZE,G,R,RA,P,5
2018,"Syrian Arab Rep.",SYR,Denmark,DNK,G,A,AR,P,5
2018,"Syrian Arab Rep.",SYR,Denmark,DNK,G,N,FI,P,600
2018,"Syrian Arab Rep.",SYR,Ecuador,ECU,G,N,FA,P,56
2018,"Syrian Arab Rep.",SYR,Estonia,EST,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Ethiopia,ETH,J,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Finland,FIN,G,N,FI,P,105
2018,"Syrian Arab Rep.",SYR,Finland,FIN,G,R,RA,P,5
2018,"Syrian Arab Rep.",SYR,France,FRA,G,A,AR,P,1430
2018,"Syrian Arab Rep.",SYR,France,FRA,G,N,FI,P,4976
2018,"Syrian Arab Rep.",SYR,France,FRA,G,A,RA,P,26
2018,"Syrian Arab Rep.",SYR,France,FRA,G,R,RA,P,35
2018,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,51
2018,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,919
2018,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,5
2018,"Syrian Arab Rep.",SYR,Georgia,GEO,G,N,FI,P,44
2018,"Syrian Arab Rep.",SYR,Germany,DEU,G,J,JR,P,14235
2018,"Syrian Arab Rep.",SYR,Germany,DEU,G,N,NA,P,44167
2018,"Syrian Arab Rep.",SYR,Germany,DEU,G,R,RA,P,1997
2018,"Syrian Arab Rep.",SYR,Ghana,GHA,G,N,FI,P,52
2018,"Syrian Arab Rep.",SYR,Greece,GRC,G,A,AR,P,420
2018,"Syrian Arab Rep.",SYR,Greece,GRC,G,N,FI,P,13145
2018,"Syrian Arab Rep.",SYR,Greece,GRC,G,R,FI,P,245
2018,"Syrian Arab Rep.",SYR,Guinea,GIN,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Croatia,HRV,G,N,FI,P,174
2018,"Syrian Arab Rep.",SYR,Croatia,HRV,G,A,JR,P,22
2018,"Syrian Arab Rep.",SYR,Hungary,HUN,G,N,FI,P,48
2018,"Syrian Arab Rep.",SYR,Iceland,ISL,G,A,AR,P,12
2018,"Syrian Arab Rep.",SYR,Iceland,ISL,G,N,FI,P,40
2018,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,G,N,FA,P,80
2018,"Syrian Arab Rep.",SYR,India,IND,U,N,FI,P,12
2018,"Syrian Arab Rep.",SYR,Indonesia,IDN,U,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Ireland,IRL,G,N,FI,P,333
2018,"Syrian Arab Rep.",SYR,Italy,ITA,G,N,FI,P,411
2018,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,G,A,AR,C,5
2018,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,G,N,FI,C,10
2018,"Syrian Arab Rep.",SYR,Kenya,KEN,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,G,N,FI,P,14
2018,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,G,N,FA,P,64
2018,"Syrian Arab Rep.",SYR,Kuwait,KWT,U,N,FI,P,48
2018,"Syrian Arab Rep.",SYR,Libya,LBY,U,N,FI,P,1750
2018,"Syrian Arab Rep.",SYR,Lebanon,LBN,U,A,AR,P,5
2018,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Lithuania,LTU,G,N,FI,P,32
2018,"Syrian Arab Rep.",SYR,Luxembourg,LUX,G,A,AR,P,5
2018,"Syrian Arab Rep.",SYR,Luxembourg,LUX,G,N,FI,P,280
2018,"Syrian Arab Rep.",SYR,Latvia,LVA,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Mauritania,MRT,U,N,FI,P,38
2018,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,G,N,FA,P,11
2018,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Mexico,MEX,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Mali,MLI,G,N,FI,P,330
2018,"Syrian Arab Rep.",SYR,Malaysia,MYS,U,N,FI,P,620
2018,"Syrian Arab Rep.",SYR,Montenegro,MNE,G,N,FA,P,1199
2018,"Syrian Arab Rep.",SYR,Morocco,MAR,U,N,FI,P,795
2018,"Syrian Arab Rep.",SYR,Malta,MLT,G,A,AR,P,141
2018,"Syrian Arab Rep.",SYR,Malta,MLT,G,N,FI,P,458
2018,"Syrian Arab Rep.",SYR,Netherlands,NLD,G,N,FI,P,2954
2018,"Syrian Arab Rep.",SYR,Netherlands,NLD,G,R,RA,P,110
2018,"Syrian Arab Rep.",SYR,Niger,NER,J,N,FI,P,10
2018,"Syrian Arab Rep.",SYR,Nigeria,NGA,G,N,FI,P,88
2018,"Syrian Arab Rep.",SYR,Norway,NOR,G,A,AR,P,87
2018,"Syrian Arab Rep.",SYR,Norway,NOR,G,N,FI,P,411
2018,"Syrian Arab Rep.",SYR,Norway,NOR,G,R,RA,P,10
2018,"Syrian Arab Rep.",SYR,"New Zealand",NZL,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Pakistan,PAK,U,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Panama,PAN,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Paraguay,PRY,U,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Peru,PER,G,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,Philippines,PHL,G,N,FA,P,32
2018,"Syrian Arab Rep.",SYR,Poland,POL,G,N,FI,P,23
2018,"Syrian Arab Rep.",SYR,Portugal,PRT,G,N,FI,P,295
2018,"Syrian Arab Rep.",SYR,Romania,ROU,G,N,FI,P,365
2018,"Syrian Arab Rep.",SYR,Romania,ROU,G,R,RA,P,10
2018,"Syrian Arab Rep.",SYR,"South Africa",ZAF,G,N,FI,P,13
2018,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,FI,P,63
2018,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,TA,P,306
2018,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,U,N,FI,P,2187
2018,"Syrian Arab Rep.",SYR,Somalia,SOM,U,N,FI,P,10
2018,"Syrian Arab Rep.",SYR,Spain,ESP,G,N,FI,P,2901
2018,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,250
2018,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,N,FI,P,158
2018,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,R,RA,P,5
2018,"Syrian Arab Rep.",SYR,Sweden,SWE,G,N,FI,P,2504
2018,"Syrian Arab Rep.",SYR,Sweden,SWE,G,A,JR,P,413
2018,"Syrian Arab Rep.",SYR,Sweden,SWE,G,R,RA,P,208
2018,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,N,FI,P,1197
2018,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,R,RA,P,196
2018,"Syrian Arab Rep.",SYR,Thailand,THA,U,N,FI,P,10
2018,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,U,N,FI,P,19
2018,"Syrian Arab Rep.",SYR,Turkey,TUR,U,N,FI,P,5
2018,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,U,N,FI,P,7223
2018,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,N,FI,P,58
2018,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,J,JR,P,64
2018,"Syrian Arab Rep.",SYR,"United States of America",USA,G,A,AR,P,227
2018,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,EO,P,65
2018,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,IN,C,272
2018,"Syrian Arab Rep.",SYR,Zambia,ZMB,G,N,FI,P,12
2019,"Syrian Arab Rep.",SYR,Albania,ALB,G,N,FI,P,35
2019,"Syrian Arab Rep.",SYR,Algeria,DZA,U,N,FI,P,959
2019,"Syrian Arab Rep.",SYR,Argentina,ARG,G,A,AR,P,5
2019,"Syrian Arab Rep.",SYR,Argentina,ARG,G,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,Armenia,ARM,G,N,FI,P,37
2019,"Syrian Arab Rep.",SYR,Australia,AUS,G,A,AR,P,5
2019,"Syrian Arab Rep.",SYR,Australia,AUS,G,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,Austria,AUT,G,N,FA,P,2708
2019,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,G,N,FI,P,18
2019,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,U,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Belgium,BEL,G,N,FI,P,1385
2019,"Syrian Arab Rep.",SYR,Belgium,BEL,G,R,RA,P,95
2019,"Syrian Arab Rep.",SYR,Benin,BEN,G,N,FI,P,13
2019,"Syrian Arab Rep.",SYR,Belarus,BLR,G,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,Brazil,BRA,G,N,FI,P,307
2019,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,G,N,FI,P,58
2019,"Syrian Arab Rep.",SYR,Bulgaria,BGR,G,NR,FA,P,487
2019,"Syrian Arab Rep.",SYR,Canada,CAN,G,A,AR,P,29
2019,"Syrian Arab Rep.",SYR,Canada,CAN,G,N,FI,P,225
2019,"Syrian Arab Rep.",SYR,Chad,TCD,G,N,FA,P,10
2019,"Syrian Arab Rep.",SYR,China,CHN,U,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Chile,CHL,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,G,N,FI,P,14
2019,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,N,FI,P,2590
2019,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,R,FI,P,54
2019,"Syrian Arab Rep.",SYR,Czechia,CZE,G,N,FI,P,35
2019,"Syrian Arab Rep.",SYR,Czechia,CZE,G,R,RA,P,5
2019,"Syrian Arab Rep.",SYR,Denmark,DNK,G,A,AR,P,37
2019,"Syrian Arab Rep.",SYR,Denmark,DNK,G,N,FI,P,492
2019,"Syrian Arab Rep.",SYR,Ecuador,ECU,G,N,FA,P,11
2019,"Syrian Arab Rep.",SYR,Estonia,EST,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Ethiopia,ETH,J,N,FI,P,340
2019,"Syrian Arab Rep.",SYR,Finland,FIN,G,N,FI,C,659
2019,"Syrian Arab Rep.",SYR,Finland,FIN,G,R,RA,C,21
2019,"Syrian Arab Rep.",SYR,France,FRA,G,A,AR,P,1271
2019,"Syrian Arab Rep.",SYR,France,FRA,G,N,FI,P,3747
2019,"Syrian Arab Rep.",SYR,France,FRA,G,A,RA,P,19
2019,"Syrian Arab Rep.",SYR,France,FRA,G,R,RA,P,40
2019,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,29
2019,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,1374
2019,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,5
2019,"Syrian Arab Rep.",SYR,Georgia,GEO,G,N,FI,P,19
2019,"Syrian Arab Rep.",SYR,Germany,DEU,G,N,NA,P,39270
2019,"Syrian Arab Rep.",SYR,Germany,DEU,G,R,RA,P,1824
2019,"Syrian Arab Rep.",SYR,Ghana,GHA,G,N,FI,P,40
2019,"Syrian Arab Rep.",SYR,Greece,GRC,G,N,FI,P,10748
2019,"Syrian Arab Rep.",SYR,Greece,GRC,G,R,RA,P,108
2019,"Syrian Arab Rep.",SYR,Croatia,HRV,G,N,FI,P,124
2019,"Syrian Arab Rep.",SYR,Croatia,HRV,G,A,JR,P,5
2019,"Syrian Arab Rep.",SYR,Hungary,HUN,G,N,FI,P,20
2019,"Syrian Arab Rep.",SYR,Iceland,ISL,G,A,AR,P,22
2019,"Syrian Arab Rep.",SYR,Iceland,ISL,G,N,FI,P,24
2019,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,G,N,FA,P,38
2019,"Syrian Arab Rep.",SYR,India,IND,U,N,FI,P,21
2019,"Syrian Arab Rep.",SYR,Ireland,IRL,G,N,FI,P,88
2019,"Syrian Arab Rep.",SYR,Italy,ITA,G,N,FI,P,201
2019,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,G,A,AR,P,11
2019,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,G,N,FA,P,25
2019,"Syrian Arab Rep.",SYR,Kuwait,KWT,U,N,FI,P,74
2019,"Syrian Arab Rep.",SYR,Libya,LBY,U,N,FI,P,3605
2019,"Syrian Arab Rep.",SYR,Lebanon,LBN,U,A,AR,P,21
2019,"Syrian Arab Rep.",SYR,Lithuania,LTU,G,N,FI,P,17
2019,"Syrian Arab Rep.",SYR,Luxembourg,LUX,G,N,FI,P,375
2019,"Syrian Arab Rep.",SYR,Latvia,LVA,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Madagascar,MDG,U,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Mauritania,MRT,U,N,FI,P,48
2019,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,G,N,FA,P,59
2019,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Mexico,MEX,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Mali,MLI,G,N,FI,P,84
2019,"Syrian Arab Rep.",SYR,Malaysia,MYS,U,N,FI,P,502
2019,"Syrian Arab Rep.",SYR,Montenegro,MNE,G,N,FA,P,250
2019,"Syrian Arab Rep.",SYR,Morocco,MAR,U,N,FI,P,729
2019,"Syrian Arab Rep.",SYR,Malta,MLT,G,A,AR,P,53
2019,"Syrian Arab Rep.",SYR,Malta,MLT,G,N,FI,P,389
2019,"Syrian Arab Rep.",SYR,Netherlands,NLD,G,N,FI,P,3677
2019,"Syrian Arab Rep.",SYR,Netherlands,NLD,G,R,RA,P,161
2019,"Syrian Arab Rep.",SYR,Niger,NER,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Nigeria,NGA,G,N,FI,P,87
2019,"Syrian Arab Rep.",SYR,Norway,NOR,G,A,AR,P,45
2019,"Syrian Arab Rep.",SYR,Norway,NOR,G,N,FI,P,533
2019,"Syrian Arab Rep.",SYR,Norway,NOR,G,R,RA,P,5
2019,"Syrian Arab Rep.",SYR,"New Zealand",NZL,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Pakistan,PAK,U,N,FI,P,11
2019,"Syrian Arab Rep.",SYR,Paraguay,PRY,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Peru,PER,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Philippines,PHL,G,N,FA,P,23
2019,"Syrian Arab Rep.",SYR,Poland,POL,G,N,FI,P,25
2019,"Syrian Arab Rep.",SYR,Portugal,PRT,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Romania,ROU,G,N,FI,P,463
2019,"Syrian Arab Rep.",SYR,Romania,ROU,G,R,RA,P,5
2019,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,FI,P,46
2019,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,G,N,TA,P,288
2019,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,U,N,FI,P,248
2019,"Syrian Arab Rep.",SYR,Somalia,SOM,U,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Spain,ESP,G,N,FI,P,2419
2019,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,916
2019,"Syrian Arab Rep.",SYR,Slovakia,SVK,G,NR,FI,P,5
2019,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,A,AR,P,5
2019,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,N,FI,P,63
2019,"Syrian Arab Rep.",SYR,Slovenia,SVN,G,R,RA,P,11
2019,"Syrian Arab Rep.",SYR,Sweden,SWE,G,A,AR,P,343
2019,"Syrian Arab Rep.",SYR,Sweden,SWE,G,N,FI,P,2341
2019,"Syrian Arab Rep.",SYR,Sweden,SWE,G,R,RA,P,401
2019,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,N,FI,P,945
2019,"Syrian Arab Rep.",SYR,Switzerland,CHE,G,R,RA,P,155
2019,"Syrian Arab Rep.",SYR,Thailand,THA,U,N,FI,P,13
2019,"Syrian Arab Rep.",SYR,Togo,TGO,G,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,U,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,U,N,FI,P,1517
2019,"Syrian Arab Rep.",SYR,Uganda,UGA,G,N,FI,P,5
2019,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,N,FI,P,41
2019,"Syrian Arab Rep.",SYR,Ukraine,UKR,G,J,JR,P,37
2019,"Syrian Arab Rep.",SYR,Uruguay,URY,G,N,FI,P,10
2019,"Syrian Arab Rep.",SYR,"United States of America",USA,G,A,AR,P,215
2019,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,EO,P,36
2019,"Syrian Arab Rep.",SYR,"United States of America",USA,G,N,IN,C,125
2019,"Syrian Arab Rep.",SYR,Zambia,ZMB,G,N,FI,P,5
2020,"Syrian Arab Rep.",SYR,Albania,ALB,G,N,FI,P,7
2020,"Syrian Arab Rep.",SYR,Algeria,DZA,U,N,FI,P,336
2020,"Syrian Arab Rep.",SYR,Angola,AGO,G,N,FI,P,5
2020,"Syrian Arab Rep.",SYR,Argentina,ARG,G,N,FI,P,17
2020,"Syrian Arab Rep.",SYR,Armenia,ARM,G,N,FI,P,24
2020,"Syrian Arab Rep.",SYR,Australia,AUS,G,A,AR,P,5
2020,"Syrian Arab Rep.",SYR,Australia,AUS,G,N,FI,P,42
2020,"Syrian Arab Rep.",SYR,Austria,AUT,G,N,FA,P,5121
2020,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,U,N,FI,P,13
2020,"Syrian Arab Rep.",SYR,Belgium,BEL,G,N,FI,P,1489
2020,"Syrian Arab Rep.",SYR,Belgium,BEL,G,R,RA,P,236
2020,"Syrian Arab Rep.",SYR,Belarus,BLR,G,N,FI,P,17
2020,"Syrian Arab Rep.",SYR,Brazil,BRA,G,N,FI,P,33
2020,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,G,N,FI,P,10
2020,"Syrian Arab Rep.",SYR,Bulgaria,BGR,G,NR,FA,P,1089
2020,"Syrian Arab Rep.",SYR,Canada,CAN,G,N,FI,P,65
2020,"Syrian Arab Rep.",SYR,Cyprus,CYP,G,N,FI,P,1811
2020,"Syrian Arab Rep.",SYR,Czechia,CZE,G,N,FI,P,22
2020,"Syrian Arab Rep.",SYR,Denmark,DNK,G,A,AR,P,37
2020,"Syrian Arab Rep.",SYR,Denmark,DNK,G,N,FI,P,342
2020,"Syrian Arab Rep.",SYR,Ecuador,ECU,G,N,FA,P,9
2020,"Syrian Arab Rep.",SYR,Estonia,EST,G,N,FI,P,6
2020,"Syrian Arab Rep.",SYR,Ethiopia,ETH,J,N,FI,P,19
2020,"Syrian Arab Rep.",SYR,Finland,FIN,G,N,FI,P,83
2020,"Syrian Arab Rep.",SYR,France,FRA,G,A,AR,P,632
2020,"Syrian Arab Rep.",SYR,France,FRA,G,N,FI,P,2180
2020,"Syrian Arab Rep.",SYR,France,FRA,G,A,RA,P,27
2020,"Syrian Arab Rep.",SYR,France,FRA,G,R,RA,P,60
2020,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,18
2020,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,1746
2020,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,27
2020,"Syrian Arab Rep.",SYR,Georgia,GEO,G,N,FI,P,20
2020,"Syrian Arab Rep.",SYR,Germany,DEU,G,N,NA,P,36433
2020,"Syrian Arab Rep.",SYR,Germany,DEU,G,R,RA,P,4137
2020,"Syrian Arab Rep.",SYR,Ghana,GHA,G,N,FI,P,17
2020,"Syrian Arab Rep.",SYR,Greece,GRC,G,A,AR,P,1956
2020,"Syrian Arab Rep.",SYR,Greece,GRC,G,N,FI,P,7418
2020,"Syrian Arab Rep.",SYR,Greece,GRC,G,R,RA,P,350
2020,"Syrian Arab Rep.",SYR,Guinea,GIN,G,N,FI,P,17
2020,"Syrian Arab Rep.",SYR,Croatia,HRV,G,N,FI,P,63
2020,"Syrian Arab Rep.",SYR,Croatia,HRV,G,A,JR,P,5
2020,"Syrian Arab Rep.",SYR,Hungary,HUN,G,N,FI,P,9
2020,"Syrian Arab Rep.",SYR,Iceland,ISL,G,A,AR,P,10
2020,"Syrian Arab Rep.",SYR,Iceland,ISL,G,N,FI,P,60
2020,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,G,N,FA,P,8
2020,"Syrian Arab Rep.",SYR,India,IND,U,N,FI,P,33
2020,"Syrian Arab Rep.",SYR,Indonesia,IDN,U,N,FI,P,5
2020,"Syrian Arab Rep.",SYR,Ireland,IRL,G,A,AR,P,6
2020,"Syrian Arab Rep.",SYR,Ireland,IRL,G,N,FI,P,45
2020,"Syrian Arab Rep.",SYR,Italy,ITA,G,N,FI,P,62
2020,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,G,N,FI,P,8
2020,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,G,N,FA,P,19
2020,"Syrian Arab Rep.",SYR,Kuwait,KWT,U,N,FI,P,22
2020,"Syrian Arab Rep.",SYR,Liberia,LBR,G,N,FI,P,15
2020,"Syrian Arab Rep.",SYR,Libya,LBY,U,N,FI,P,2245
2020,"Syrian Arab Rep.",SYR,Lithuania,LTU,G,N,FI,P,9
2020,"Syrian Arab Rep.",SYR,Luxembourg,LUX,G,N,FI,P,305
2020,"Syrian Arab Rep.",SYR,Latvia,LVA,G,N,FI,P,12
2020,"Syrian Arab Rep.",SYR,Mauritania,MRT,U,N,FI,P,50
2020,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,G,N,FA,P,23
2020,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,G,N,FI,P,5
